author_name,editor_name
Mirion Bearman,
Horst Wedde,
Ghasem S. Alijani,
Willie G. Brown,
Shengdong Chen,
Gookhai Kang,
Bo-Kyung Kim,
Jay Lepreau,
Eric Eide,
B. R. Badrinath,
Arup Acharya,
Tomasz Imielinski,
Christopher Burdorf,
Jed Marti,
Roger Oliver,
Claudio Calvelli,
Vijay Varadharajan,
John K. Ousterhout,
Marco de Vivo,
Gabriela O. de Vivo,
Germinal Isern,
Rajmohan Panadiwal,
Andrzej M. Goscinski,
Borko Furht,
John Parker,
Dan Grostick,
zalp Babaoglu,
Renzo Davoli,
Alberto Montresor,
Roberto Segala,
Jean Bacon,
Richard Hayton,
Sai Lai Lo,
Ken Moody,
Alberto Bartoli,
Sape J. Mullender,
Martijn van der Valk,
Jean Bacon,
Ken Moody,
Sue Thomson,
Tim Wilson,
Santiago Rodrguez,
Antonio Prez,
Rafael Mndez,
Charles H. Sauer,
Don W. Johnson,
Larry K. Loucks,
Amal A. Shaheen-Gouda,
Todd A. Smith,
Athena Vakali,
Evimaria Terzi,
Dawson R. Engler,
M. Frans Kaashoek,
James O'Toole,
Johannes Madsen,
John A. Trono,
William E. Taylor,
Michael Burrows,
Martn Abadi,
Roger M. Needham,
Carlos Almeida,
Bradford B. Glade,
Keith Marzullo,
Paolo Ciancarini,
N. Guerrini,
Wen-Jiin Tsai,
Suh-Yin Lee,
Todd Valentic,
John A. Trono,
Luis-Felipe Cabrera,
Carla Schlatter Ellis,
Udo Halfmann,
Winfried E. Khnhauser,
Allison J. Mull,
P. Tobin Maginnis,
Bruce K. Hadon,
Sung-Il Kang,
Kihyun Pyun,
Heung-Kyu Lee,
Pradeep Hatkanagalekar,
Rob Pike,
David L. Presotto,
Ken Thompson,
Howard Trickey,
Phil Winterbottom,
Fred B. Schneider,
Arthur J. Bernstein,
David R. Cheriton,
Andrew Birrell,
David R. Cheriton,
Kenneth J. Duda,
David R. Cheriton,
Dale Skeen,
Norman Hardy,
Norman Hardy,
Christophe Haro,
Christian Proust,
Bu-Sung Lee,
Wen-Tong Cai,
Stephen J. Turner,
Jit-Beng Koh,
Henry Massalin,
Calton Pu,
J. H. Emck,
J. H. Voskamp,
A. J. van der Wal,
Jonathan Karges,
Otto Ritter,
Sndor Suhai,
Brian N. Bershad,
Craig Chambers,
Susan J. Eggers,
Chris Maeda,
Dylan McNamee,
Przemyslaw Pardyak,
Stefan Savage,
Emin Gn Sirer,
Jeffrey S. Chase,
Valrie Issarny,
Henry M. Levy,
Yanxiang He,
Jianping Zhang,
Donald H. Cooley,
Li Chen,
Mark J. Lorence,
M. Satyanarayanan,
Rajesh Bordawekar,
M. Bozyigit,
M. Wasiq,
N. H. Garnett,
Roger M. Needham,
Andrew P. Black,
Jonathan Walpole,
T. F. Leibfried Jr.,
Daniel Oscar Arredondo,
Marcelo Luis Errecalde,
Sonia Edith Flores,
Fabiana Piccoli,
Marcela Printista,
Ral Hctor Gallard,
Evangelos P. Markatos,
Roger Butenuth,
Wolfgang Burke,
Hans-Ulrich Heiss,
Prabha Gopinath,
Karsten Schwan,
Michael Kifer,
Scott A. Smolka,
Andreas Damm,
J. Reisinger,
W. Schwabl,
Hermann Kopetz,
Kattamuri Ekanadham,
Arthur J. Bernstein,
Edward D. Lazowska,
G. Aguirre,
Marcello Luis Errecalde,
Susana C. Esquivel,
G. Leguizamon,
Ral Hctor Gallard,
Jonathan D. Moffett,
Morris Sloman,
Santosh K. Shrivastava,
Vijay Varadharajan,
Phillip Allen,
Ralf Guido Herrtwich,
David Notkin,
Norman C. Hutchinson,
Jan Sanislo,
Michael F. Schwartz,
David Powell,
Marc Chrque,
David Drackley,
Bruce K. Haddon,
Bruce K. Haddon,
Bruce K. Haddon,
Bruce K. Haddon,
Bruce K. Haddon,
Bruce K. Haddon,
zalp Babaoglu,
Renzo Davoli,
Alberto Montresor,
Dean S. Daniels,
Alfred Z. Spector,
Ross J. Anderson,
Francesco Bergadano,
Bruno Crispo,
Jong-Hyeon Lee,
Charalampos Manifavas,
Roger M. Needham,
Ye-In Chang,
Yao-Jen Chang,
Johannes Madsen,
Yasuhiko Yokote,
Fumio Teraoka,
Atsushi Mitsuzawa,
Nobuhisa Fujinami,
Mario Tokoro,
Sun Zhongxiu,
Xie Li,
Fei Xianglin,
Yi Wenguo,
Tan Yaoming,
Jorge Buenabad Chvez,
Andr-Luc Beylot,
Selma Boumerdassi,
Guy Pujolle,
Igor Brusic,
Vesna Hassler,
Wolfgang Lugmayr,
Romano Fantacci,
Damir Horvat,
Dragana Cvetkovic,
Veljko M. Milutinovic,
Petar Kocovic,
Vlada Kovacevic,
Sndor Rcz,
Mikls Telek,
Gbor Fodor,
Gurdeep S. Hura,
T. Srikanthan,
Chia Cher Yong,
Albert Grf,
Mario Joa-Ng,
Qiong Wang,
Jon M. Peha,
Jie Wu,
Hailan Li,
Jae D. Lim,
Harold P. Stern,
Saravanan Radhakrishnan,
Victor Frost,
Joseph B. Evans,
Paul Juell,
Daniel Brekke,
Ronald J. Vetter,
Daniel Cmara,
Antonio Alfredo Ferreira Loureiro,
Khaled M. F. Elsayed,
Notker Gerlich,
Phuoc Tran-Gia,
Dapeng Wu,
Yiwei Thomas Hou,
Bo Li,
H. Jonathan Chao,
Shih-Lin Wu,
Sze-Yao Ni,
Jang-Ping Sheu,
Yu-Chee Tseng,
Dragana Cvetkovic,
Milja Pesic,
Dejan Petkovic,
Veljko M. Milutinovic,
Damir Horvat,
Petar Kocovic,
Vlada Kovacevic,
Istvn Cselnyi,
Sndor Molnr,
Clement McCalla,
Ward Whitt,
Marc Bechler,
Hartmut Ritter,
Jochen H. Schiller,
Wen-Hwa Liao,
Jang-Ping Sheu,
Yu-Chee Tseng,
C. A. Bush,
D. M. Kennet,
J. Prisbrey,
W. W. Sharkey,
Vaikunth Gupta,
Allan T. Andersen,
Sren Blaabjerg,
Gbor Fodor,
Mikls Telek,
Ramesh Nagarajan,
Olga Raskina,
Stefano Basagni,
John C.-I. Chuang,
Marvin A. Sirbu,
Jrme Galtier,
Francisco J. Gonzlez-Castao,
Ubaldo M. Garca-Palomares,
S. M. Bataineh,
B. Y. Allosl,
Lavy Libman,
Ariel Orda,
Khaldoun Al Agha,
Guy Pujolle,
Djamal Zeghlache,
Michaela Plante,
Brunilde Sans,
Hanan Luss,
Andrew Vakhutinsky,
Tadafumi Yoshihara,
Shoji Kasahara,
Yutaka Takahashi,
Erol Gelenbe,
Vijay Srinivasan,
Sridhar Seshadri,
Natarajan Gautam,
Vicente Casares Giner,
Patrick Berg,
Afonso Ferreira,
Jrme Galtier,
Jean-Nol Petit,
Jerome Talim,
Zhen Liu,
Philippe Nain,
Edward G. Coffman Jr.,
Youngho Lee,
Seong-in Kim,
Junghee Han,
Kugchang Kang,
S. A. Koubias,
H. C. Haralabidis,
Alexander B. Bordetsky,
Kevin Q. Brown,
Leann Christianson,
David F. Ferraiolo,
Ravi S. Sandhu,
Serban I. Gavrila,
D. Richard Kuhn,
Ramaswamy Chandramouli,
Trent Jaeger,
Atul Prakash,
Jochen Liedtke,
Nayeem Islam,
Elisa Bertino,
Piero A. Bonatti,
Elena Ferrari,
Elisa Bertino,
Barbara Catania,
Elena Ferrari,
Elisa Bertino,
Elena Ferrari,
Vijayalakshmi Atluri,
Deborah Shands,
Jay Jacobs,
Richard Yee,
E. John Sebes,
Shai Halevi,
Hugo Krawczyk,
Joon S. Park,
Ravi S. Sandhu,
Gail-Joon Ahn,
Ernesto Damiani,
Sabrina De Capitani di Vimercati,
Stefano Paraboschi,
Pierangela Samarati,
Francesco Bergadano,
Bruno Crispo,
Giancarlo Ruffo,
Lawrence C. Paulson,
Francesco Bergadano,
Daniele Gunetti,
Claudia Picardi,
Massimo Bernaschi,
Emanuele Gabrielli,
Luigi V. Mancini,
Ravi S. Sandhu,
Venkata Bhamidipati,
Qamar Munawer,
Jun Xu,
Mukesh Singhal,
Refik Molva,
Alain Pannetrat,
Wenke Lee,
Salvatore J. Stolfo,
Drew Dean,
Matt Franklin,
Adam Stubblefield,
Trent Jaeger,
Jonathon Tidswell,
Pierangela Samarati,
Michael K. Reiter,
Sushil Jajodia,
Eran Gabber,
Phillip B. Gibbons,
David M. Kristol,
Yossi Matias,
Alain J. Mayer,
Kim Potter Kihlstrom,
Louise E. Moser,
P. M. Melliar-Smith,
Avishai Wool,
John Viega,
J. T. Bloch,
Tadayoshi Kohno,
Gary McGraw,
Elisa Bertino,
Sabrina De Capitani di Vimercati,
Elena Ferrari,
Pierangela Samarati,
Piero A. Bonatti,
Sabrina De Capitani di Vimercati,
Pierangela Samarati,
Jean Bacon,
Ken Moody,
Walt Yao,
Terran Lane,
Carla E. Brodley,
Stuart G. Stubblebine,
Paul F. Syverson,
David M. Goldschlag,
Ravi S. Sandhu,
Fang Chen,
Michael Steiner,
Peter Buhler,
Thomas Eirich,
Michael Waidner,
Stefan Axelsson,
Richard E. Smith,
Lawrence A. Gordon,
Martin P. Loeb,
Alan Harbitter,
Daniel A. Menasc,
Vijayalakshmi Atluri,
Avigdor Gal,
Shlomi Dolev,
Rafail Ostrobsky,
Diomidis Spinellis,
Ravi S. Sandhu,
Ravi S. Sandhu,
Burton S. Kaliski Jr.,
Manuel Koch,
Luigi V. Mancini,
Francesco Parisi-Presicce,
Alejandro Hevia,
Marcos A. Kiwi,
Fred B. Schneider,
Bruce Schneier,
John Kelsey,
Deborah A. Frincke,
Matt Blaze,
John Ioannidis,
Angelos D. Keromytis,
Peng Ning,
Sushil Jajodia,
Xiaoyang Sean Wang,
Matunda Nyanchama,
Sylvia L. Osborn,
Michael M. Swift,
Anne Hopkins,
Peter Brundrett,
Cliff Van Dyke,
Praerit Garg,
Shannon Chan,
Mario Goertzel,
Gregory Jensenworth,
Ho-Yen Chang,
Shyhtsun Felix Wu,
Y. Frank Jou,
David F. Ferraiolo,
John F. Barkley,
D. Richard Kuhn,
John McHugh,
Elisa Bertino,
Elena Ferrari,
Sylvia L. Osborn,
Ravi S. Sandhu,
Qamar Munawer,
Ronald Cramer,
Victor Shoup,
Michael K. Reiter,
Aviel D. Rubin,
Michael K. Reiter,
Stuart G. Stubblebine,
Joe Loughry,
David A. Umphress,
Ohad Rodeh,
Kenneth P. Birman,
Danny Dolev,
Algis Rudys,
Dan S. Wallach,
C. C. Michael,
Anup K. Ghosh,
Gail-Joon Ahn,
Ravi S. Sandhu,
Ludger Humbert,
Ludger Humbert,
Carsten Schulte,
Ingo Wegener,
Thomas Ottmann,
Rainer Mller,
G. Seitz,
Ch. Steinert,
Andreas Kerren,
Philipp Kersting,
Ingo Wegener,
Martin Wessner,
Hans-Rdiger Pfister,
Yongwu Miao,
Wen-Tsong Shiue,
Sathishkumar Udayanarayanan,
Chaitali Chakrabarti,
Parthasarathi Dasgupta,
Susmita Sur-Kolay,
Fulvio Corno,
Paolo Prinetto,
Maurizio Rebaudengo,
Matteo Sonza Reorda,
Giovanni Squillero,
Maciek Kormicki,
Ausif Mahmood,
Bradley S. Carlson,
Chris Chu,
D. F. Wong,
James K. Huggins,
David Van Campenhout,
Rita Yu Chen,
Mary Jane Irwin,
Raminder Singh Bajwa,
Xiao-Tao Chen,
Fred J. Meyer,
Fabrizio Lombardi,
Kwang-Ting Cheng,
A. S. Krishnakumar,
Wei-Kai Cheng,
Youn-Long Lin,
Cheng-Hsing Yang,
Sao-Jie Chen,
Jan-Ming Ho,
Chia-Chun Tsai,
Alain Darte,
Robert Schreiber,
B. Ramakrishna Rau,
Frdric Vivien,
Guido Araujo,
Guilherme Ottoni,
Marcelo H. Cintra,
Alexey Glebov,
Sergey Gavrilov,
David Blaauw,
Vladimir Zolotov,
Cheng-Hsing Yang,
Chia-Chun Tsai,
Jan-Ming Ho,
Sao-Jie Chen,
Sreeranga P. Rajan,
Masahiro Fujita,
K. Yuan,
Mike Tien-Chien Lee,
M. Narasimhan,
J. Ramanujam,
G. Gogniat,
Michel Auguin,
Luc Bianco,
Alain Pegatoquet,
Xiaobo Hu,
Danny Z. Chen,
Rajeshkumar S. Sambandam,
Youn-Long Lin,
Pradip K. Jha,
Nikil D. Dutt,
Jin-Tai Yan,
Min Xu,
Fadi J. Kurdahi,
Yau-Tsun Steven Li,
Sharad Malik,
Andrew Wolfe,
Dilvan de Abreu Moreira,
Les T. Walczowski,
Wai-Kei Mak,
D. F. Wong,
Inki Hong,
Miodrag Potkonjak,
Ramesh Karri,
Parthasarathi Dasgupta,
Peichen Pan,
Subhas C. Nandy,
Bhargab B. Bhattacharya,
Chi-Hong Hwang,
Allen C.-H. Wu,
Michael Mnch,
Norbert Wehn,
Manfred Glesner,
Ing-Jer Huang,
Li-C. Wang,
Magdy S. Abadir,
Jing Zeng,
Franco Fummi,
U. Rovati,
Donatella Sciuto,
Ishwar Parulkar,
Sandeep K. Gupta,
Melvin A. Breuer,
Sachin S. Sapatnekar,
Weitong Chuang,
Roman Lysecky,
Frank Vahid,
Peichen Pan,
C. L. Liu,
Claudio Passerone,
Claudio Sanso,
Luciano Lavagno,
Patrick C. McGeer,
Jonathan Martin,
Roberto Passerone,
Alberto L. Sangiovanni-Vincentelli,
R. Moreno,
Romn Hermida,
M. Fernndez,
Hiroyuki Tomiyama,
Hiroto Yasuura,
Krishnendu Chakrabarty,
Surendra Bommu,
Niall O'Neill,
Maciej J. Ciesielski,
C.-J. Richard Shi,
Janusz A. Brzozowski,
C.-J. Richard Shi,
Michael W. Tian,
Michael A. Riepe,
Karem A. Sakallah,
Partha S. Roop,
A. Sowmya,
S. Ramesh,
Chauchin Su,
Yue-Tsang Chen,
Shyh-Jye Jou,
Ki-Wook Kim,
Taewhan Kim,
TingTing Hwang,
Sung-Mo Kang,
C. L. Liu,
Pranav Ashar,
Aarti Gupta,
Sharad Malik,
Nagaraj Shenoy,
Alok N. Choudhary,
Prithviraj Banerjee,
Stephen A. Blythe,
Robert A. Walker,
Kwang-Ting Cheng,
Kyumyung Choi,
Steven P. Levitan,
Ali Dasdan,
Dinesh Ramanathan,
Rajesh K. Gupta,
Wayne Wolf,
Mary Jane Irwin,
Alfredo Benso,
Paolo Prinetto,
Maurizio Rebaudengo,
Matteo Sonza Reorda,
Gagan Hasteer,
Anmol Mathur,
Prithviraj Banerjee,
Henrik Esbensen,
Ernest S. Kuh,
L. Freund,
M. Israel,
Frdric Rousseau,
J. M. Berg,
Michel Auguin,
Ccile Belleudy,
G. Gogniat,
Luca Benini,
Giovanni De Micheli,
Luca Benini,
Giovanni De Micheli,
Bernd Wurth,
Ulf Schlichtmann,
Klaus Eckl,
Kurt Antreich,
Venkat Thanvantri,
Sartaj Sahni,
Alessandro Bogliolo,
Luca Benini,
Giovanni De Micheli,
Jason Cong,
Yuzheng Ding,
Jason Cong,
Yean-Yow Hwang,
Jason Cong,
Lei He,
Michael S. Hsiao,
Elizabeth M. Rudnick,
Janak H. Patel,
Vikram Saxena,
Farid N. Najm,
Ibrahim N. Hajj,
Wen-Ben Jone,
K. S. Tsai,
Christoph Kern,
Mark R. Greenstreet,
Evaggelinos P. Mariatos,
Alexios N. Birbas,
Michael K. Birbas,
Peter F. A. Middelhoek,
Sreeranga Rajan,
Gianpiero Cabodi,
Paolo Camurati,
Stefano Quer,
Luiz C. V. dos Santos,
M. J. M. Heijligers,
C. A. J. van Eijk,
J. Van Eijnhoven,
Jochen A. G. Jess,
Massoud Pedram,
Richard Raimi,
Ramin Hojati,
Kedar S. Namjoshi,
Stefan Pees,
Andreas Hoffmann,
Heinrich Meyr,
Avaneendra Gupta,
John P. Hayes,
S. C. Prasad,
Kaushik Roy,
Ranga Vemuri,
Srinivas Katkoori,
Meenakshi Kaul,
Jay Roy,
Stan Liao,
Srinivas Devadas,
Kurt Keutzer,
Swanwa Liao,
Mario A. Lopez,
Dinesh P. Mehta,
Jeroen Voeten,
Amit Chowdhary,
John P. Hayes,
Laurence Goodby,
Alex Orailoglu,
Paul M. Chau,
Frank Vahid,
Thuy Dm Le,
Yu-Chin Hsu,
Russell Tessier,
David E. Long,
Mahesh A. Iyer,
Miron Abramovici,
Kuen-Jong Lee,
Jing-Jou Tang,
Tsung-Chu Huang,
Jie Gong,
Daniel Gajski,
Smita Bakshi,
Miodrag Potkonjak,
Wayne Wolf,
Dimitrios Kagaris,
Spyros Tragoudas,
Dimitrios Kagaris,
Spyros Tragoudas,
Rainer Leupers,
Steven Bashford,
Stan Liao,
Kurt Keutzer,
Steven W. K. Tjiang,
Srinivas Devadas,
Mario A. Lopez,
Dinesh P. Mehta,
Shi-Yu Huang,
Kwang-Ting Cheng,
Kuang-Chien Chen,
M. Balakrishnan,
Heman Khanna,
Ashok Sudarsanam,
Sharad Malik,
Yann-Rue Lin,
Cheng-Tsung Hwang,
Allen C.-H. Wu,
Karim Khordoc,
Eduard Cerny,
Tai-Hung Liu,
Adnan Aziz,
Vigyan Singhal,
Shantanu Dutt,
Wenyong Deng,
Shashidhar Thakur,
D. F. Wong,
Min Zhao,
Sachin S. Sapatnekar,
Johan Van Praet,
Dirk Lanneer,
Werner Geurts,
Gert Goossens,
Dinesh P. Mehta,
Naveed A. Sherwani,
Shi-Zheng Eric Lin,
Chieh Changfan,
Yu-Chin Hsu,
Fur-Shing Tsai,
Wen-Jong Fang,
Allen C.-H. Wu,
Michael Gasteier,
Manfred Glesner,
Hai Zhou,
D. F. Wong,
Ashok Jagannathan,
Sung-Woo Hur,
John Lillis,
Franois R. Boyer,
El Mostapha Aboulhamid,
Yvon Savaria,
Michel Boyer,
Paulo F. Flores,
Horcio C. Neto,
Joo P. Marques Silva,
Kumar N. Lalgudi,
Marios C. Papaefthymiou,
Miodrag Potkonjak,
Smita Bakshi,
Daniel Gajski,
Paul J. Thadikaran,
Sreejit Chakravarty,
Janak H. Patel,
Dinesh P. Mehta,
Pao-Ann Hsiung,
Pao-Ann Hsiung,
Michel Langevin,
Eduard Cerny,
Luca Benini,
Giovanni De Micheli,
Enrico Macii,
Massimo Poncino,
Riccardo Scarsi,
Mehrdad Nourani,
Joan Carletta,
Christos A. Papachristou,
Xiaoyu Song,
Yuke Wang,
David Van Campenhout,
H. Al-Asaad,
John P. Hayes,
Trevor N. Mudge,
Richard B. Brown,
Mitchell A. Thornton,
V. S. S. Nair,
Alan Su,
Yu-Chin Hsu,
Ta-Yung Liu,
Mike Tien-Chien Lee,
Peter Marwedel,
Koen Van Eijk,
Bart Mesman,
Carlos A. Alba Pinto,
Qin Zhao,
Marco Bekooij,
Jef L. van Meerbergen,
Jochen A. G. Jess,
Hakan Yalcin,
John P. Hayes,
Giri Tiruvuri,
Moon Chung,
Ismed Hartanto,
Srikanth Venkataraman,
W. Kent Fuchs,
Elizabeth M. Rudnick,
Janak H. Patel,
Sreejit Chakravarty,
Eric W. Johnson,
Jay B. Brockman,
Mark C. Johnson,
Kaushik Roy,
Diana Marculescu,
Radu Marculescu,
Massoud Pedram,
Rok Sosic,
Jun Gu,
Robert R. Johnson,
Gernot Koch,
Wolfgang Rosenstiel,
Udo Kebschull,
Shail Aditya,
Scott A. Mahlke,
B. Ramakrishna Rau,
Jason Cong,
Andrew B. Kahng,
Cheng-Kok Koh,
Chung-Wen Albert Tsao,
Joseph L. Ganley,
James P. Cohoon,
Andrew B. Kahng,
Sudhakar Muddu,
Apostolos A. Kountouris,
Christophe Wolinski,
Vincenza Carchiolo,
Michele Malgeri,
Giuseppe Mangioni,
Irith Pomeranz,
Sudhakar M. Reddy,
Preeti R. Panda,
Francky Catthoor,
Nikil D. Dutt,
Koen Danckaert,
Erik Brockmeyer,
Chidamber Kulkarni,
A. Vandercappelle,
Per Gunnar Kjeldsberg,
Luca Benini,
Giovanni De Micheli,
En-Shou Chang,
Daniel Gajski,
Sanjiv Narayan,
Yao-Wen Chang,
D. F. Wong,
C. K. Wong,
Yao-Wen Chang,
Kai Zhu,
D. F. Wong,
David J. Kolson,
Alexandru Nicolau,
Nikil D. Dutt,
Ken Kennedy,
Chung-Wen Albert Tsao,
Cheng-Kok Koh,
Jyh-Mou Tseng,
Jing-Yang Jou,
Guido Araujo,
Sharad Malik,
Preeti Ranjan Panda,
Nikil D. Dutt,
Alexandru Nicolau,
Preeti Ranjan Panda,
Nikil D. Dutt,
Alexandru Nicolau,
Qi Wang,
Sarma B. K. Vrudhula,
Gary K. H. Yeap,
Shantanu Ganguly,
Subhrajit Bhattacharya,
Sujit Dey,
Franc Breglez,
Lus Guerra e Silva,
Joo P. Marques Silva,
L. Miguel Silveira,
Karem A. Sakallah,
Frank Vahid,
Frank Vahid,
Viktor S. Lapinskii,
Margarida F. Jacome,
Gustavo de Veciana,
Anmol Mathur,
Ali Dasdan,
Rajesh K. Gupta,
Ramesh Karri,
Balakrishnan Iyer,
Pao-Ann Hsiung,
Chung-Hwang Chen,
Trong-Yen Lee,
Sao-Jie Chen,
Donald S. Gelosh,
Dorothy E. Steliff,
R. Iris Bahar,
Ernest T. Lampe,
Enrico Macii,
Sue-Hong Chow,
Yi-Cheng Ho,
TingTing Hwang,
C. L. Liu,
Maria Michael,
Spyros Tragoudas,
Paul F. Reynolds Jr.,
Anand Natrajan,
Sudhir Srinivasan,
Paul S. Coe,
Fred W. Howell,
Roland N. Ibbett,
Laurence M. Williams,
Pei-Chi Wu,
Samir Ranjan Das,
Richard Fujimoto,
Mary Ann Flanigan Wagner,
James R. Wilson,
Shane G. Henderson,
Peter W. Glynn,
Jim X. Chen,
Xiadong Fu,
J. Wegman,
Frank Emmerich,
Osman Balci,
Osman Balci,
Ricki G. Ingalls,
Douglas J. Morrice,
Andrew B. Whinston,
Adelinde Uhrmacher,
Richard Uhlig,
David Nagle,
Trevor N. Mudge,
Stuart Sechrest,
Brad C. Johnson,
George Kesidis,
Jean C. Walrand,
Ernest H. Page,
Kimmo E. E. Raatikainen,
Jrgen Eichenauer-Herrmann,
Harald Niederreiter,
Taeshin Park,
Paul I. Barton,
Kihong Park,
Tsunyi Tuan,
Yi-Bing Lin,
Karl Entacher,
Karl Entacher,
Vikas Jha,
Rajive Bagrodia,
Victor Yau,
Guy A. Schiavone,
S. Sureshchandran,
Kenneth G. Hardis,
Albert G. Greenberg,
Boris D. Lubachevsky,
Isi Mitrani,
Sanguthevar Rajasekaran,
Keith W. Ross,
Seong-Hee Kim,
Barry L. Nelson,
Phillip M. Dickens,
David M. Nicol,
Paul F. Reynolds Jr.,
J. M. Duva,
Kangsun Lee,
Paul A. Fishwick,
Yuh-Jeng Lee,
James F. Stascavage,
Na Li,
Marissa Borrego,
San-qi Li,
Shu Tezuka,
Yi-Bing Lin,
Edward D. Lazowska,
Yi-Bing Lin,
Victor Wing-Kit Mak,
Yi-Bing Lin,
Bruno R. Preiss,
Fred J. Hickernell,
Paul Glasserman,
Shing-Gang Kou,
Takuji Nishimura,
Philip J. Kiviat,
Ernest H. Page,
Bruno Tuffin,
Art B. Owen,
Paul A. Fishwick,
Felisa J. Vzquez-abad,
Lachlan L. H. Andrew,
David Everitt,
Robert E. Felderman,
Leonard Kleinrock,
Sigrn Andradttir,
Daniel P. Heyman,
Teunis J. Ott,
Alvin R. Lebeck,
David A. Wood,
Peter P. Ware,
Thomas W. Page Jr.,
Barry L. Nelson,
Alan T. Krantz,
Paul A. Fishwick,
Bernard P. Zeigler,
Hatem Sellami,
Sudhakar Yalamanchili,
Mary L. Bailey,
Michael A. Pagels,
Barry L. Nelson,
Wu-Lin Chen,
Colm Art O'Cinneide,
Peter W. Glynn,
Philip Heidelberger,
Peter Buchholz,
Nirav H. Kapadia,
Jos A. B. Fortes,
Mark S. Lundstrom,
John P. Granieri,
Jonathan Crabtree,
Norman I. Badler,
D. P. Sanderson,
R. Sharma,
Roman Rozin,
Siegfried Treu,
Wei Jin,
Xiaobai Sun,
Jeffrey S. Chase,
Pierri L'Ecuyer,
Yanick Champoux,
M. S. Keane,
George L. O'Brien,
Chris M. N. Tofts,
Graham M. Birtwistle,
Richard Fujimoto,
Maria Hybinette,
Sren Asmussen,
Peter W. Glynn,
Hermann Thorisson,
Wolfgang Hrmann,
Jrgen Eichenauer-Herrmann,
Holger Grothe,
Jrgen Eichenauer-Herrmann,
Harald Niederreiter,
Rayadurgam Skrikant,
Ward Whitt,
Dhananjai Madhava Rao,
Radharamanan Radhakrishnan,
Philip A. Wilsey,
Bruce A. Cota,
Robert G. Sargent,
Wei-Ning Yang,
Wei-Wen Liou,
Shu Tezuka,
Pierre L'Ecuyer,
Raymond Couture,
Jos C. Lpez-Ardao,
Cndido Lpez-Garca,
Andrs Surez-Gonzlez,
Manuel Fernndez-Veiga,
Ral Rodrguez-Rubio,
Gajanana Nadoli,
John E. Biegel,
James M. Calvin,
Marvin K. Nakayama,
P. Brmaud,
W.-B. Gong,
Mendel Rosenblum,
Edouard Bugnion,
Scott Devine,
Stephen Alan Herrod,
Dirk P. Kroese,
Victor F. Nicola,
Jos R. Gallardo,
Dimitrios Makrakis,
Luis Orozco-Barbosa,
Makoto Matsumoto,
Vijay K. Madisetti,
Jean C. Walrand,
David G. Messerschmitt,
Edward Mascarenhas,
Felipe Knop,
Reuben Pasquini,
Vernon Rego,
Joan M. Donohue,
Ernest C. Houck,
Raymond H. Myers,
Philip Heidelberger,
Perwez Shahabuddin,
Victor F. Nicola,
Pierre L'Ecuyer,
Franois Blouin,
Raymond Couture,
Svend Frlund,
Pankaj K. Garg,
Rajive Bagrodia,
K. Mani Chandy,
Wen-Toh Liao,
Sandeep Juneja,
Perwez Shahabuddin,
Hannes Leeb,
Stefan Wegenkittl,
Peter Epstein,
Jrg-Rdiger Sack,
Pirooz Vakili,
Sridhar Ramesh,
George N. Rouskas,
Harry G. Perros,
Turgay Korkmaz,
Marwan Krunz,
Franois Baccelli,
Miguel Canales,
Denis Choquet,
Pierre L'Ecuyer,
Christian Lger,
Ernest H. Page,
Arnold H. Buss,
Paul A. Fishwick,
Kevin J. Healy,
Richard E. Nance,
Ray J. Paul,
Stefan Wegenkittl,
Makoto Matsumoto,
Michel Mandjes,
Ad Ridder,
Mordechay B. Levin,
Keith W. Ross,
Jie Wang,
Josef Leydold,
Pasi E. Lassila,
Jorma T. Virtamo,
Shu Tezuka,
Pierre L'Ecuyer,
Shu Tezuka,
Takeshi Tokuyama,
Philippe Barbe,
Michel Broniatowski,
Vijay K. Madisetti,
David A. Hardaker,
Krishnan Kumaran,
Debasis Mitra,
Yi-Bing Lin,
Edward D. Lazowska,
Fernando J. Barros,
Matthias Falkner,
Michael Devetsikiotis,
Ioannis Lambadaris,
Sigrn Andradttir,
Bruno R. Preiss,
Wayne M. Loucks,
Ian D. MacIntyre,
Philip Heidelberger,
Philip Heidelberger,
Zsolt Haraszti,
J. Keith Townsend,
John A. Reed,
Gregory J. Follen,
Abdollah A. Afjeh,
Mingjian Yuan,
Barry L. Nelson,
Reuven Y. Rubinstein,
Sandhya Dwarkadas,
J. Robert Jump,
J. B. Sinclair,
Dimitrios Stiliadis,
Anujan Varma,
Hany H. Ammar,
Su Deng,
John A. Schormans,
Enjie Liu,
Laurie G. Cuthbert,
Jonathan M. Pitts,
K. Mani Chandy,
Rajive Bagrodia,
Wen-Toh Liao,
Alexander Tuzhilin,
Richard E. Nance,
C. Michael Overstreet,
Ernest H. Page,
Harald Niederreiter,
Babak Falsafi,
David A. Wood,
Halim Damerdji,
Marvin K. Nakayama,
Rajeev Shorey,
Anurag Kumar,
Kiran M. Rege,
James Cremer,
Joseph Kearney,
Yiannis E. Papelis,
Brian Unger,
Zhonge Xiao,
John G. Cleary,
Jya-Jang Tsai,
Carey L. Williamson,
Ashvin Radiya,
Robert G. Sargent,
Makoto Matsumoto,
Yoshiharu Kurita,
Makoto Matsumoto,
Yoshiharu Kurita,
Makoto Matsumoto,
Yoshiharu Kurita,
Makoto Matsumoto,
Takuji Nishimura,
